
sample	lnL(posterior)	lnL(seq)	lnL(times)	lnL(rates)	birth	death	clock	root	tstv	nu	rr0	rr1	rr2	pr0	pr1	pr2	t(calib:CAL1_clade:CLADE1)	t(calib:CAL1_clade:CLADE2)	t(calib:CAL2_clade:CLADE3)	clade(calib:CAL1)	clade(calib:CAL2)	br0	br1	br2	br3	br4	br5	br6	br7	br8	br9	br10	br11	br12	br13	br14	br15	br16	br17	br18	br19	br20	br21	br22	br23	br24	br25	br26	br27	br28	br29	br30	br31	br32	br33	br34	br35	br36	br37	br38	br39	br40	br41	t22	t23	t24	t25	t26	t27	t28	t29	t30	t31	t32	t33	t34	t35	t36	t37	t38	t39	t40	t41	t42	accRT	tuneRT	accT	tuneT	accClock	tuneClock	accTCr	tuneTCr	accTreeRates	tuneTreeRates	accSprW	tuneSprW	accSpr	tuneSpr	accSprLoc	tuneSprLoc	
 35900	 -24012.4	 -23908.9	    -50.2	    -53.3	   0.0352755	   0.0269993	 0.000861922	    -393.097	     5.91704	     1.35679	0.0931038	2.41548	6.33219	0.736738	0.187816	0.0754467	-51.2303	-11.6418	-393.097	CLADE1	CLADE3	3.32578	3.24001	1.45449	0.0269374	1.89028	1.03684	1.11237	0.889499	2.33943	2.92443	2.87187	0.370843	3.16256	0.706331	1.32533	1.70039	2.4622	2.81304	0.50118	0.724101	1.7554	1.1172	0.911675	0.609725	0.208026	0.563979	0.254538	0.936925	1.82639	0.877314	2.44462	2.57123	0.548282	1.71928	1.82902	0.938817	2.74618	2.24534	1.47259	0.310192	1.68235	1.19319	-22.9141	-12.5623	-104.677	-7.24271	-18.6512	-24.8074	-10.425	-21.5935	-51.2303	-24.0979	-30.1947	-39.6216	-11.517	-23.1212	-16.8662	-35.1848	-47.9993	-11.6418	-55.9416	-5.42186	-393.097	0.029703	17.0859	0.0792079	3.375	0.168317	0.444444	0.0990099	3.375	0.188119	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	0.00961539	9.04377E-08	
 36000	 -24014.8	 -23907.6	    -49.4	    -57.7	   0.0336332	   0.0269993	 0.000824383	    -411.582	     5.91704	     1.35679	0.101637	2.37335	6.91256	0.742029	0.189164	0.0688065	-52.8699	-13.8167	-411.582	CLADE1	CLADE3	2.33156	2.24318	1.28189	0.0250969	4.3962	1.91581	0.906302	1.27495	3.10012	1.84207	2.85002	0.39831	3.27171	0.685976	1.48827	1.111	1.66519	2.634	1.70007	2.47381	2.51903	1.04713	1.70927	0.893668	0.173931	0.764064	0.352629	0.735361	1.31942	0.405587	1.7774	1.60401	0.436305	2.3938	1.41891	0.232942	0.600256	3.96793	0.66308	0.374004	3.96532	0.659538	-25.4897	-19.5234	-75.0796	-4.92342	-20.6256	-24.6152	-4.37264	-7.63572	-52.8699	-25.8869	-30.7236	-39.4186	-13.2887	-21.5891	-11.6801	-43.2235	-46.3693	-13.8167	-54.9097	-6.92198	-411.582	0.029703	17.0859	0.0792079	3.375	0.168317	0.444444	0.0990099	3.375	0.188119	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	0.00961539	9.04377E-08	
 36100	 -24012.0	 -23905.6	    -57.5	    -48.9	   0.0966053	   0.0775506	 0.000785405	    -420.926	     5.91704	      1.1706	0.0895643	2.09144	6.09147	0.725112	0.184852	0.0900356	-59.5412	-30.6912	-420.926	CLADE1	CLADE3	1.67932	1.82592	1.08424	0.0745024	3.30184	1.34138	2.46449	1.01972	2.17145	0.965193	1.18887	0.296464	2.82675	0.582211	0.67687	1.09333	2.42006	3.72761	1.09952	1.63772	2.56095	1.50388	1.20558	0.643281	0.193584	0.432753	1.21753	1.36043	2.36786	1.95133	0.640215	1.75771	0.148267	1.03373	1.60443	2.13675	0.658161	1.41129	0.847656	1.12501	1.43515	1.17939	-22.3217	-16.2218	-122.597	-4.20071	-21.919	-37.4192	-5.01321	-11.2848	-59.5412	-22.8016	-16.4142	-43.6085	-9.74723	-14.1337	-14.8712	-37.9235	-56.0423	-30.6912	-69.3287	-8.12819	-420.926	0.029703	17.0859	0.0792079	3.375	0.168317	0.444444	0.0990099	3.375	0.188119	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	0.00961539	9.04377E-08	
 36200	 -24011.6	 -23911.3	    -55.4	    -44.9	   0.0981102	   0.0775506	 0.000903581	    -321.526	     5.91704	     1.11312	0.0933681	2.18026	6.35017	0.712563	0.213867	0.0735701	-51.7172	-12.651	-321.526	CLADE1	CLADE3	1.90383	1.62021	1.04497	0.0867285	1.29928	0.374129	1.07656	1.0366	2.03956	2.02655	2.28726	0.307028	2.92917	0.556989	0.983127	1.18888	2.29889	3.06592	1.65055	2.32185	1.38441	0.834691	1.52373	0.62782	0.317892	0.297388	1.22793	1.16894	1.80396	0.43182	1.01268	1.33168	0.441087	1.06116	2.32898	0.706435	1.86585	1.77138	1.02397	0.341993	0.674874	1.21509	-17.3502	-13.2652	-159.983	-6.7842	-16.0143	-25.3899	-15.9827	-6.06949	-51.7172	-19.2601	-33.6461	-37.4211	-10.5379	-27.1031	-13.3387	-37.0084	-46.7173	-12.651	-59.2573	-8.3229	-321.526	0.029703	17.0859	0.0792079	3.375	0.168317	0.444444	0.0990099	3.375	0.188119	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	9.61538E-09	9.04377E-08	
 36300	 -23999.5	 -23903.3	    -51.6	    -44.6	   0.0981102	   0.0775506	  0.00102498	    -301.803	     5.68512	    0.970267	0.0885926	2.04148	6.02538	0.72289	0.184175	0.0929347	-51.7585	-18.2632	-301.803	CLADE1	CLADE3	1.40287	2.16653	1.074	0.084294	2.21178	0.585021	0.792308	1.2115	2.56368	1.2807	1.44546	0.271017	2.9459	0.559481	1.04284	1.22834	2.37869	2.7852	1.03397	1.41665	1.12454	0.990167	1.08443	1.03798	0.223758	0.529494	2.95245	1.03508	1.59741	0.42113	1.13619	1.69969	0.43096	0.980167	2.53317	0.636356	0.794185	1.32853	1.13622	1.65589	1.7597	1.34865	-16.0899	-13.0336	-92.425	-8.25887	-15.1889	-21.8372	-9.32486	-9.07541	-51.7585	-17.4322	-27.1756	-35.0697	-9.38183	-20.5979	-11.8076	-30.1183	-48.2838	-18.2632	-57.1823	-6.10842	-301.803	0.029703	17.0859	0.0792079	3.375	0.168317	0.444444	0.0990099	3.375	0.188119	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	9.61538E-09	9.04377E-08	
 36400	 -24005.1	 -23904.0	    -53.1	    -48.1	    0.104962	   0.0829666	 0.000966996	    -301.803	     6.14039	     1.08591	0.0913074	2.10404	6.21002	0.729238	0.182179	0.0885831	-56.4962	-14.164	-301.803	CLADE1	CLADE3	0.676868	1.04364	1.09476	0.084294	2.92288	0.891203	0.792308	1.00881	2.13476	1.7141	2.22482	0.269244	3.1322	0.526281	1.33669	0.888101	2.79858	3.26215	1.70503	2.07068	0.924392	1.437	0.58354	1.67781	0.24258	0.443825	0.416448	0.421286	1.69775	0.337937	0.875023	0.82768	0.208613	0.68366	1.71603	0.42904	1.05605	2.38823	0.651654	2.64332	1.05721	1.73855	-18.6793	-18.1082	-108.671	-8.25887	-15.0059	-17.2665	-6.12121	-5.50354	-56.4962	-19.4456	-22.3868	-32.9838	-8.01013	-17.2272	-13.9703	-42.4251	-48.6017	-14.164	-57.4803	-12.6603	-301.803	0.029703	17.0859	0.0792079	3.375	0.168317	0.444444	0.0990099	3.375	0.188119	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	0.00961539	9.04377E-08	
 36500	 -24009.3	 -23906.1	    -55.6	    -47.6	    0.103747	   0.0820063	   0.0010034	    -301.803	     6.14039	     1.08591	0.094879	2.18635	6.45293	0.729238	0.191346	0.0794153	-57.4803	-21.4577	-301.803	CLADE1	CLADE3	1.22954	1.82615	0.540317	0.084294	2.15252	0.709696	0.444494	0.779676	1.64989	1.18208	1.46858	0.242406	3.05186	0.525535	1.00566	1.35524	2.28687	2.66568	0.555169	0.749719	0.451997	1.66665	1.52986	0.243422	0.212863	0.665286	1.19654	1.3962	3.15999	2.5277	1.03881	1.68738	0.208353	0.514919	0.993574	0.820823	0.580973	1.73922	2.14966	2.05453	2.23376	2.68765	-24.9229	-11.8665	-81.7083	-14.7214	-25.649	-22.95	-7.33095	-17.5714	-56.3036	-26.1874	-19.8285	-30.73	-10.7275	-13.2271	-18.076	-36.4169	-53.9826	-21.4577	-57.4803	-9.31178	-301.803	0.029703	17.0859	0.0792079	3.375	0.168317	0.444444	0.0990099	3.375	0.188119	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	0.00961539	9.04377E-08	
 36600	 -24001.0	 -23907.5	    -50.8	    -42.7	   0.0504706	   0.0331166	  0.00102045	    -301.803	     6.14039	     1.08591	0.106333	2.50429	7.23194	0.729238	0.219068	0.0516941	-55.5072	-15.5749	-301.803	CLADE1	CLADE3	0.718255	0.876961	0.672347	0.084294	1.57779	1.04382	0.553837	0.649873	1.37521	1.62857	2.02328	0.332469	2.79438	0.539255	1.35443	0.708812	1.49489	1.86999	1.42416	1.88208	0.734663	1.11929	0.336525	0.630644	0.222806	0.559058	0.492402	0.757813	1.75706	0.333854	1.72944	2.0252	0.273979	1.67532	2.1912	0.664635	1.87706	2.62422	0.423378	1.02924	1.60365	1.78451	-24.8701	-22.6886	-91.5302	-11.815	-23.1203	-19.2721	-8.56029	-6.84968	-54.8711	-29.0379	-23.9394	-33.5616	-16.9897	-17.7688	-19.5927	-38.2139	-39.3592	-15.5749	-55.5072	-19.0998	-301.803	0.0594059	17.0859	0.0792079	3.375	0.168317	0.444444	0.0990099	3.375	0.188119	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	0.0288462	9.04377E-08	
 36700	 -24004.9	 -23903.9	    -57.2	    -43.8	   0.0585356	    0.011594	  0.00103199	    -301.803	     6.14039	     1.08591	0.106071	2.49813	7.21416	0.744341	0.195783	0.0598758	-55.7503	-20.8047	-301.803	CLADE1	CLADE3	1.42424	2.19054	0.688996	0.0718322	1.61598	1.06844	2.34163	0.759922	1.78067	1.21919	1.51102	0.27827	2.67828	0.578167	1.0695	1.28362	1.47096	1.85171	0.712367	0.941419	2.77483	1.31482	1.4238	0.323188	0.222806	0.530489	1.74164	1.17221	1.96864	0.759526	0.461457	2.50824	0.168667	0.873411	1.92065	0.669232	0.849579	2.04931	0.469212	0.276868	1.80738	1.25532	-24.2691	-11.1381	-91.5302	-3.52525	-23.8901	-29.0725	-9.22236	-13.6939	-51.5835	-25.1085	-21.505	-36.2348	-16.126	-17.0072	-15.1314	-33.7416	-47.0253	-20.8047	-55.7503	-6.53554	-301.803	0.0594059	17.0859	0.0792079	3.375	0.168317	0.444444	0.0990099	3.375	0.188119	1.5	0.00961539	1E-10	9.61538E-09	1.35657E-07	0.0288462	9.04377E-08	
 36800	 -24012.5	 -23905.7	    -59.2	    -47.6	   0.0585356	  0.00208699	  0.00104965	    -301.803	     6.14039	    0.756645	0.107741	2.60609	7.1311	0.744341	0.19963	0.056029	-53.4924	-22.4452	-301.803	CLADE1	CLADE3	1.63405	1.96234	0.768291	0.0718322	2.76719	1.84856	0.864217	0.659071	1.54436	0.951616	1.40058	0.294895	2.65058	0.587192	0.95353	0.90495	1.91803	2.41449	1.38437	1.8295	1.01736	1.35696	0.0960329	0.753286	0.205765	0.723796	0.689711	0.938158	1.37187	0.352932	0.533856	2.06174	0.183987	0.855737	1.36556	0.285141	2.75084	2.09039	0.433047	1.27714	3.20968	0.764549	-20.0575	-16.9668	-74.1163	-9.61503	-22.7797	-24.3708	-5.24767	-7.31485	-51.9962	-24.385	-22.1769	-38.0264	-11.3146	-16.7905	-21.5262	-33.8765	-49.8078	-22.4452	-53.4924	-6.02553	-301.803	0.0594059	17.0859	0.0792079	3.375	0.168317	0.444444	0.0990099	3.375	0.188119	1.5	0.00961539	1E-10	9.61538E-09	1.35657E-07	0.0288462	9.04377E-08	
 36900	 -24000.3	 -23901.4	    -60.2	    -38.7	   0.0585356	  0.00426141	  0.00101767	    -301.803	     6.14039	    0.756645	0.108423	2.61669	7.17623	0.744341	0.20076	0.0548992	-52.9963	-17.9921	-301.803	CLADE1	CLADE3	1.23399	1.0649	0.769828	0.0519517	1.91472	0.9243	0.923108	0.666819	1.5435	1.12629	1.31167	0.314918	2.59042	0.560417	1.22806	1.125	1.23426	1.65526	0.874213	1.03758	1.6125	1.57718	0.538711	0.667986	0.238806	0.400016	0.605991	0.451985	2.42522	0.429904	0.516719	1.95604	0.338047	1.61964	1.81445	0.388171	1.66477	2.0176	0.249178	1.72968	1.00196	2.33015	-21.9872	-12.9485	-115.676	-4.88777	-22.5464	-21.3991	-7.52038	-10.9897	-51.6876	-24.0035	-22.5653	-36.9148	-15.6583	-13.8641	-20.1854	-33.8765	-44.25	-17.9921	-52.9963	-10.5343	-301.803	0.0594059	17.0859	0.039604	3.375	0.168317	0.444444	0.0990099	3.375	0.188119	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	0.0288462	9.04377E-08	
 37000	 -24016.0	 -23912.1	    -62.7	    -41.2	   0.0690652	  0.00314719	  0.00105563	    -303.058	     6.14039	    0.756645	0.0954331	2.67851	7.12628	0.744341	0.20076	0.0548992	-52.2528	-18.0635	-303.058	CLADE1	CLADE3	1.96427	2.56149	0.652655	0.0497644	1.29467	0.624979	0.716601	0.536	1.35118	1.14561	1.51213	0.299547	2.6973	0.553985	1.0905	1.44527	1.73797	2.33343	1.04881	0.839581	1.22973	1.196	0.81025	0.334141	0.200669	0.624158	1.87797	0.665589	2.05319	0.545026	0.674718	2.18155	0.282342	0.914214	0.990753	1.08125	0.741484	1.63486	0.111303	0.649552	2.62485	0.851505	-21.5976	-10.2965	-74.6961	-5.58081	-22.818	-23.1798	-10.6981	-11.6334	-51.9354	-23.0923	-19.7926	-33.3144	-10.684	-18.6901	-16.8526	-32.8716	-47.7307	-18.0635	-52.2528	-5.81652	-303.058	0.0594059	17.0859	0.039604	3.375	0.168317	0.444444	0.0990099	3.375	0.188119	1.5	9.61538E-09	1E-10	0.0288462	1.35657E-07	0.0288462	9.04377E-08	
 37100	 -24017.8	 -23909.5	    -66.6	    -41.7	   0.0690652	  0.00666474	 0.000945219	    -303.058	     6.03103	    0.891288	0.0972647	2.59364	7.26305	0.743371	0.200499	0.0561299	-52.2528	-30.4058	-303.058	CLADE1	CLADE3	1.73478	2.11014	0.819578	0.0497644	2.64265	0.97058	1.41925	0.773968	1.96031	0.680588	0.898327	0.278101	2.22855	0.506959	0.691238	0.754916	1.65363	2.15439	1.21886	0.979557	1.68566	1.23028	0.161034	1.66393	0.270878	0.227137	0.483406	1.88297	1.37789	0.324103	0.346274	1.59518	0.320675	1.18891	1.12056	0.271704	0.40302	2.63245	2.28263	1.16431	0.690665	0.680745	-17.21	-15.7449	-137.548	-3.68148	-23.0363	-32.8839	-4.61949	-9.1189	-48.8957	-24.483	-23.3001	-40.6825	-11.4799	-13.6573	-12.061	-35.8671	-51.5441	-30.4058	-52.2528	-5.37595	-303.058	0.0594059	17.0859	0.039604	3.375	0.168317	0.444444	0.0990099	3.375	0.188119	1.5	9.61538E-09	1E-10	0.0288462	1.35657E-07	0.0288462	9.04377E-08	
 37200	 -23995.5	 -23904.0	    -51.8	    -39.7	   0.0703053	   0.0384405	   0.0010116	    -300.551	     6.15713	    0.772782	0.0961559	2.56408	7.18025	0.74788	0.191111	0.0610096	-51.7741	-16.8627	-300.551	CLADE1	CLADE3	1.38516	1.80065	0.68124	0.0497644	1.81603	0.70594	1.93086	0.699383	1.46059	1.11625	1.5397	0.281424	2.22342	0.559246	0.980289	0.852831	1.91347	2.47181	1.05768	0.932139	1.96081	1.40231	1.03619	1.71383	0.200278	0.406185	1.66919	0.773003	1.83208	0.36686	0.915293	2.67176	0.629557	0.609445	1.28549	0.341808	1.39066	1.30734	1.38137	0.519904	2.13039	0.33583	-20.5219	-18.4806	-78.5478	-3.89337	-20.149	-24.6997	-7.36371	-8.72513	-50.4078	-21.0666	-21.1499	-37.0514	-9.47822	-14.9308	-17.1717	-27.3568	-50.6203	-16.8627	-51.7741	-7.76683	-300.551	0.0594059	17.0859	0.039604	3.375	0.168317	0.444444	0.0990099	3.375	0.188119	1.5	9.61538E-09	1E-10	0.0288462	1.35657E-07	9.61538E-09	9.04377E-08	
 37300	 -24000.9	 -23901.8	    -59.0	    -40.0	   0.0797104	   0.0270085	  0.00103932	    -300.551	     6.45204	     0.80521	0.0961871	2.56491	7.18258	0.746482	0.193327	0.0601918	-51.7741	-10.2148	-300.551	CLADE1	CLADE3	1.26518	1.75754	0.819124	0.0497644	1.03201	0.436391	1.59648	0.957818	1.92193	1.84273	2.54177	0.298043	2.49602	0.56913	1.61833	0.960912	1.25302	1.68397	1.35972	1.74127	2.04282	0.83017	0.142396	1.31338	0.196629	0.489817	0.912187	0.443463	1.17722	0.245777	0.789422	1.83194	1.00039	0.775613	2.81841	1.44122	0.65659	1.55687	1.26392	0.870854	1.63949	1.40895	-17.0674	-15.2655	-85.5217	-3.73707	-19.341	-14.9616	-14.667	-6.78696	-49.5323	-21.0313	-26.9847	-36.4919	-14.474	-25.0179	-12.5385	-29.799	-48.2117	-10.2148	-51.7741	-8.91928	-300.551	0.0594059	17.0859	0.039604	3.375	0.168317	0.444444	9.90099E-09	3.375	0.188119	1.5	9.61538E-09	1E-10	0.0288462	1.35657E-07	9.61538E-09	9.04377E-08	
 37400	 -24003.4	 -23905.7	    -58.2	    -39.4	   0.0797104	   0.0320736	 0.000980407	    -300.551	     5.61544	     0.80521	0.095195	2.53846	7.1085	0.74226	0.197548	0.0601918	-53.2643	-25.0861	-300.551	CLADE1	CLADE3	1.77728	2.46893	0.764752	0.0497644	2.65623	1.08918	1.56913	0.631647	1.40039	0.686859	0.894176	0.288202	2.04448	0.583236	0.775679	0.993952	1.61403	1.71114	1.22402	1.50287	1.71876	1.95297	0.875842	0.475601	0.208093	0.427846	0.908396	0.794843	2.63429	0.886985	0.765467	2.06152	0.138107	0.992271	1.76095	1.15135	1.22807	1.54663	1.14779	1.66585	1.31354	0.875359	-20.4851	-15.7659	-97.3676	-3.73707	-20.1732	-27.8158	-5.76437	-8.60026	-50.5891	-21.2883	-14.3408	-41.4347	-12.0062	-11.9414	-16.9905	-30.0324	-50.6588	-25.0861	-53.2643	-5.63128	-300.551	0.0594059	17.0859	0.039604	3.375	0.168317	0.444444	9.90099E-09	3.375	0.188119	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	9.61538E-09	9.04377E-08	
 37500	 -24015.4	 -23910.0	    -55.9	    -49.5	   0.0681046	   0.0184725	 0.000996585	    -304.158	     6.29696	    0.906169	0.117423	2.92474	8.76834	0.750592	0.218192	0.0312153	-56.2312	-6.37913	-304.158	CLADE1	CLADE3	1.31643	1.82875	0.858315	0.0497644	2.65623	0.87309	1.56913	0.986537	2.00253	2.6734	3.92896	0.289177	1.90876	0.445695	0.993602	0.921037	1.66173	2.09338	1.16688	1.88939	2.12818	1.97971	0.104259	0.58012	0.200243	0.467627	1.18962	0.428984	2.70493	0.844816	0.290136	1.59391	0.11993	1.42635	1.38176	0.670639	0.401618	2.02981	1.31355	0.127102	1.7161	2.04655	-18.8221	-12.0807	-90.4756	-3.78193	-20.8577	-21.9757	-5.12228	-6.03934	-49.3699	-21.6626	-15.2319	-44.9135	-11.8015	-11.9215	-11.0091	-33.5186	-52.416	-6.37913	-56.2312	-7.69388	-304.158	9.90099E-09	17.0859	0.039604	3.375	0.168317	0.444444	9.90099E-09	3.375	0.188119	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	9.61538E-09	9.04377E-08	
 37600	 -24007.5	 -23904.6	    -60.6	    -42.2	   0.0681046	   0.0122157	  0.00103217	    -304.158	     5.63753	     0.60954	0.080832	1.9619	6.03597	0.705373	0.205047	0.0895796	-54.9841	-11.2679	-304.158	CLADE1	CLADE3	1.11079	1.85036	0.808775	0.0570833	2.02823	0.666669	0.625585	1.01621	2.06276	1.76542	2.30623	0.319296	2.05119	0.431894	1.82448	0.816632	1.55312	2.06899	0.53588	0.822195	0.955954	0.938613	0.579472	0.947717	0.200243	0.502218	1.52588	0.184985	1.05175	0.718287	0.740835	2.30002	0.375521	2.66724	1.29387	1.83277	0.550386	1.57409	0.505054	0.939689	1.65581	0.721896	-19.9751	-15.8485	-90.4756	-9.75307	-21.1944	-13.3703	-6.7083	-17.0792	-53.2737	-21.6626	-24.4757	-44.008	-11.9407	-22.966	-10.6876	-29.8788	-48.4961	-11.2679	-54.9841	-9.01213	-304.158	9.90099E-09	17.0859	0.039604	3.375	0.168317	0.444444	9.90099E-09	3.375	0.188119	1.5	9.61538E-09	1E-10	0.00961539	1.35657E-07	9.61538E-09	9.04377E-08	
 37700	 -23995.3	 -23902.2	    -56.5	    -36.5	   0.0558004	   0.0137668	  0.00099483	    -304.158	     6.04275	    0.839508	0.0844735	2.05029	6.30789	0.705373	0.215628	0.0789987	-54.9841	-18.3966	-304.158	CLADE1	CLADE3	1.38384	1.52946	0.961285	0.0570833	1.59791	0.507869	0.272548	0.786461	1.5964	1.05975	1.49238	0.305396	2.21097	0.422034	1.24356	0.913669	1.70355	2.32845	0.388577	0.596189	0.41648	0.876383	0.132499	1.59525	0.200243	0.5954	0.847437	0.269837	0.857425	0.952278	1.7269	1.92107	1.68057	1.52157	1.23554	0.6115	0.903313	1.31565	0.580934	1.78563	1.65581	0.818853	-16.806	-14.9594	-90.4756	-22.3864	-20.5768	-20.005	-8.80455	-22.3141	-54.5184	-21.5177	-27.4557	-38.9957	-10.8863	-24.5967	-15.722	-30.7709	-50.1517	-18.3966	-54.9841	-6.5873	-304.158	9.90099E-09	17.0859	0.039604	3.375	0.168317	0.444444	9.90099E-09	3.375	0.188119	1.5	9.61538E-09	1E-10	0.00961539	1.35657E-07	9.61538E-09	9.04377E-08	
 37800	 -23999.1	 -23906.7	    -51.3	    -41.1	   0.0348618	   0.0160652	  0.00089351	    -342.793	     5.85164	    0.940377	0.0844735	2.05029	6.30789	0.705373	0.215628	0.0789987	-58.0279	-12.3066	-342.793	CLADE1	CLADE3	1.71619	1.89678	0.998852	0.0564213	1.87863	1.19088	1.56233	1.02796	2.08662	1.70026	2.4851	0.344742	2.37717	0.445366	1.27981	1.48078	1.32132	1.68048	0.38647	0.592958	2.38739	0.800764	0.100345	0.38068	0.205076	0.425957	0.936832	0.358848	0.974688	1.0792	1.87158	1.69704	1.5364	1.38493	1.89699	0.801329	0.485502	1.66258	0.654016	0.585259	1.25068	2.05429	-18.0169	-10.282	-110.37	-4.35032	-23.2479	-20.0335	-8.72665	-24.9923	-57.5492	-24.9474	-32.5762	-40.9985	-16.8027	-29.987	-13.399	-36.6157	-49.4903	-12.3066	-58.0279	-5.9169	-342.793	9.90099E-09	17.0859	0.039604	3.375	0.168317	0.444444	9.90099E-09	3.375	0.188119	1.5	9.61538E-09	1E-10	0.00961539	1.35657E-07	9.61538E-09	9.04377E-08	
 37900	 -24015.2	 -23912.9	    -50.3	    -51.9	   0.0369461	    0.019357	 0.000950461	    -347.666	     5.85164	     1.18002	0.0771323	1.8721	5.7597	0.709245	0.187614	0.103141	-58.0129	-17.5303	-347.666	CLADE1	CLADE3	1.31948	1.45833	1.00639	0.0670987	2.10129	1.33202	0.232326	1.56297	3.17261	1.43968	2.10424	0.44757	3.16428	0.573511	1.57987	1.19353	2.39083	3.0407	1.50872	2.31482	0.355017	1.68386	0.670785	0.537933	0.244997	0.695332	0.038909	0.533612	3.23052	0.623984	0.26296	3.45482	0.823449	1.56595	2.57914	1.09012	0.895789	1.96412	0.352332	2.1106	1.43573	1.42736	-21.7839	-15.3785	-113.009	-32.8759	-17.0675	-19.6175	-9.17488	-7.72173	-53.9034	-24.4809	-18.6661	-34.4199	-10.5261	-16.9423	-10.6292	-32.5977	-45.7846	-17.5303	-58.0129	-9.28234	-347.666	9.90099E-09	17.0859	0.039604	3.375	0.168317	0.444444	9.90099E-09	3.375	0.168317	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	9.61538E-09	9.04377E-08	
 38000	 -24018.2	 -23913.6	    -54.3	    -50.3	   0.0565614	   0.0312997	 0.000910496	      -358.1	     5.85164	     1.09844	0.0908583	2.20525	6.78467	0.728446	0.198407	0.0731467	-56.9119	-16.3955	-358.1	CLADE1	CLADE3	1.70445	2.78518	0.868024	0.0670987	3.38836	1.76961	0.385956	0.977897	1.93897	1.54502	2.25821	0.379842	2.65809	0.539014	1.65801	1.26319	1.88181	2.39333	0.872849	1.0936	0.589778	1.71709	2.69606	0.303045	0.211528	0.647827	0.749395	0.360783	2.45091	1.81967	1.67968	2.96821	0.690828	1.37968	1.39496	2.77533	0.410438	1.78242	1.43038	1.6759	1.62191	1.69243	-25.3159	-12.2869	-107.742	-20.1532	-25.9355	-19.0363	-7.03296	-13.5922	-55.9835	-26.3912	-17.6732	-43.3588	-13.6189	-16.5614	-17.4947	-34.5844	-54.9392	-16.3955	-56.9119	-7.31782	-358.1	9.90099E-09	17.0859	0.039604	3.375	0.168317	0.444444	9.90099E-09	3.375	0.168317	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	9.61538E-09	9.04377E-08	
 38100	 -24010.5	 -23904.9	    -56.2	    -49.5	   0.0450012	  0.00343608	 0.000944743	    -344.841	     6.19869	     1.09363	0.0890839	2.37836	7.31725	0.728446	0.212987	0.0585664	-50.5828	-12.8816	-344.841	CLADE1	CLADE3	1.98041	2.31398	1.11705	0.0488082	2.66372	0.919079	0.803467	0.707453	1.62417	1.86366	2.72393	0.415428	3.54338	0.633609	1.41273	1.15812	1.25029	1.59014	1.0033	1.08357	1.22778	1.43871	0.163813	0.689541	0.22572	0.505755	1.02834	0.83397	1.39875	0.662626	0.417456	3.98273	1.39277	0.903044	3.01618	0.919823	0.895354	2.69303	0.905953	0.496584	1.20084	1.36528	-16.2498	-12.6278	-112.559	-9.3224	-25.6829	-21.3773	-6.1959	-14.162	-47.2631	-26.3034	-24.8001	-31.8965	-19.7389	-21.7582	-20.2743	-31.4493	-46.5772	-12.8816	-50.5828	-6.34247	-344.841	9.90099E-09	17.0859	0.039604	3.375	0.168317	0.444444	9.90099E-09	3.375	0.168317	1.5	9.61538E-09	1E-10	9.61538E-09	1.35657E-07	9.61538E-09	9.04377E-08	
 38200	 -24024.3	 -23917.6	    -53.5	    -53.1	   0.0450012	  0.00550219	   0.0010099	    -305.279	     5.99155	     1.08967	0.0917652	2.21114	7.53749	0.72547	0.213249	0.0612809	-50.8322	-17.6728	-305.279	CLADE1	CLADE3	2.47549	2.98018	0.796079	0.0573391	2.92934	1.7506	0.966273	0.914287	1.97461	1.63205	2.0649	0.470253	3.94626	0.687895	1.43284	1.53687	2.21411	2.2039	1.97683	1.60497	1.09585	2.15393	0.783154	0.618947	0.291807	0.499186	0.681374	0.687472	2.38791	0.725303	1.55417	3.17306	0.442676	1.47702	2.0726	0.757906	0.948825	3.44187	0.300008	1.50106	1.14529	1.39645	-24.3362	-12.2691	-118.414	-9.6344	-25.9998	-18.8373	-5.64342	-8.52177	-48.9734	-26.4332	-19.2127	-31.7689	-14.5505	-15.1148	-18.3938	-34.1255	-42.1517	-17.6728	-50.8322	-6.03799	-305.279	9.90099E-09	17.0859	0.039604	3.375	0.168317	0.444444	9.90099E-09	3.375	0.168317	1.5	9.61538E-09	1E-10	0.00961539	1.35657E-07	9.61538E-09	9.04377E-08	
